,mouse,date,session,object_position_x,object_position_y
55,1543,2023-03-20,opto1,,
56,1543,2023-03-27,of,,
57,1543,2023-03-27,opto,,
58,1543,2023-02-10,of,,
59,1543,2023-02-10,opto,,
60,1543,2023-02-10,opto1,,
61,1543,2023-03-01,of,,
62,1543,2023-03-01,opto,,
63,1543,2023-03-01,opto1,,
64,1543,2023-03-13,of,,
65,1543,2023-03-13,opto,,
66,1543,2023-03-13,opto1,275.29909038850553,65.93260147472867
67,1544,2023-03-22,of,,
68,1544,2023-03-22,obj,42.85218598576625,45.77088916392981
69,1544,2023-03-22,obj1,24.345348388305005,78.55911928967328
70,1544,2023-03-22,opto,,
71,1544,2023-03-22,opto1,,
72,1544,2023-03-22,opto2,,
73,1544,2023-04-07,of,,
74,1544,2023-04-07,opto,,
75,1544,2023-04-07,opto2,,
76,1544,2023-04-05,of,,
77,1544,2023-04-05,obj,54.790492307354995,44.32644944906632
78,1544,2023-04-05,obj1,23.70804657622561,78.80084022304911
79,1544,2023-04-05,opto,,
80,1544,2023-04-05,opto1,23.66858303312124,79.22103037763212
81,1544,2023-02-06,of,,
82,1544,2023-02-06,opto,,
83,1544,2023-02-06,opto2,,
84,1544,2023-04-17,of,,
85,1544,2023-04-17,obj,52.849502240655454,55.81988711586987
86,1544,2023-04-17,of2,,
87,1544,2023-04-17,opto1,,
88,1544,2023-04-17,opto2,,
89,1544,2023-04-26,of,,
90,1544,2023-04-26,obj,40.1392893889532,41.51213447042192
91,1544,2023-04-26,of2,,
92,1544,2023-04-26,opto,,
93,1544,2023-04-26,opto2,,
94,1544,2023-02-24,of,,
95,1544,2023-02-24,obj,59.443928013703214,62.68817116088914
96,1544,2023-02-24,obj1,29.582545623806,79.54886940670123
97,1544,2023-02-24,opto,,
98,1544,2023-02-24,opto1,,
99,1544,2023-01-25,of,,
100,1544,2023-01-25,opto1,,
101,1544,2023-01-25,opto2,,
102,1544,2023-05-05,of,,
103,1544,2023-05-05,obj,39.86860989592667,42.35245453385178
104,1544,2023-05-05,of2,,
105,1544,2023-05-05,opto,,
106,1544,2023-05-05,opto2,,
107,1544,2023-05-08,of,,
108,1544,2023-05-08,obj,59.78050594666198,39.95333460820921
109,1544,2023-05-08,obj2,36.53111205365439,32.16715322646791
110,1544,2023-05-08,opto,,
111,1544,2023-05-08,opto2,,
112,1544,2023-03-06,of,,
113,1544,2023-03-06,opto,,
114,1544,2023-03-06,opto2,,
115,1544,2023-04-03,of,,
116,1544,2023-04-03,opto,,
117,1544,2023-04-03,opto1,,
118,1544,2023-04-21,of,,
119,1544,2023-04-21,obj,55.07094537493489,60.169427341911394
120,1544,2023-04-21,of2,,
121,1544,2023-04-21,opto,,
122,1544,2023-04-21,opto2,,
123,1544,2023-03-08,of,,
124,1544,2023-03-08,obj,54.113138997551246,41.54324655241819
125,1544,2023-03-08,obj1,83.04857753883624,85.60017810012103
126,1544,2023-03-08,opto,,
127,1544,2023-03-08,opto1,,
128,1544,2023-02-17,of,,
129,1544,2023-02-17,opto,,
130,1544,2023-02-17,opto3,,
131,1544,2023-05-01,of,,
132,1544,2023-05-01,obj,49.079015969570456,51.32944905938319
133,1544,2023-05-01,obj2,88.78735768228434,13.27222170623953
134,1544,2023-05-01,opto,,
135,1544,2023-05-01,opto2,,
136,1544,2023-03-15,of,,
137,1544,2023-03-15,obj,61.17795545097201,40.851270780091035
138,1544,2023-03-15,obj1,21.94099200985613,27.97243819575707
139,1544,2023-03-15,opto,,
140,1544,2023-03-15,opto1,373.36313837515536,96.11453439264054
141,1544,2023-04-24,of,,
142,1544,2023-04-24,obj,49.30886758260753,49.86284770546816
143,1544,2023-04-24,obj2,28.962669212931885,24.979110141600515
144,1544,2023-04-24,opto,,
145,1544,2023-04-24,opto2,,
146,1544,2023-02-20,of,,
147,1544,2023-02-20,obj,51.136420173183915,52.78128482924146
148,1544,2023-02-20,obj1,35.69870754689628,85.80402313954315
149,1544,2023-02-20,opto,,
150,1544,2023-02-20,opto1,,
151,1544,2023-05-12,of,,
152,1544,2023-05-12,obj,40.19400346232821,63.312271795193126
153,1544,2023-05-12,of2,,
154,1544,2023-05-12,opto,,
155,1544,2023-05-12,opto2,,
156,1544,2023-02-13,of,,
157,1544,2023-02-13,obj,55.60937065484233,50.10797192724832
158,1544,2023-02-13,obj1,77.65015742192551,22.846653632023575
159,1544,2023-02-13,opto,,
160,1544,2023-02-13,opto1,,
161,1544,2023-02-03,of,,
162,1544,2023-02-03,opto,,
163,1544,2023-02-03,opto2,,
164,1544,2023-03-24,of,,
165,1544,2023-03-24,opto,,
166,1544,2023-03-24,opto1,,
167,1544,2023-03-24,of2,,
168,1544,2023-04-13,of,,
169,1544,2023-04-13,obj,45.08528897555083,46.62877472252768
170,1544,2023-04-13,obj1,26.068560409551246,77.8707814220901
171,1544,2023-04-13,opto,25.840063190141496,77.6612354494553
172,1544,2023-04-13,opto2,,
173,1544,2023-05-03,of,,
174,1544,2023-05-03,obj,60.89167438653343,63.46054909779436
175,1544,2023-05-03,of2,,
176,1544,2023-05-03,opto,,
177,1544,2023-05-03,opto2,,
178,1544,2023-05-10,of,,
179,1544,2023-05-10,obj,48.37991265159371,51.52652279801851
180,1544,2023-05-10,of2,,
181,1544,2023-05-10,opto,,
182,1544,2023-05-10,opto2,,
183,1544,2023-01-30,of,,
184,1544,2023-01-30,opto1,,
185,1544,2023-02-16,of,,
186,1544,2023-02-16,opto1,,
187,1544,2023-02-08,of,,
188,1544,2023-02-08,opto1,,
189,1544,2023-03-17,of,,
190,1544,2023-03-17,obj,41.493270054961116,38.91043360887453
191,1544,2023-03-17,obj1,84.47030273922114,15.366839249935474
192,1544,2023-03-17,opto2,,
193,1544,2023-03-17,opto3,,
194,1544,2023-04-11,of,,
195,1544,2023-04-11,obj,59.354869298188845,64.07222939954278
196,1544,2023-04-11,of2,,
197,1544,2023-04-11,opto,,
198,1544,2023-04-11,opto1,,
199,1544,2023-02-27,of,,
200,1544,2023-02-27,opto,,
201,1544,2023-02-27,opto1,,
202,1544,2023-03-29,of,,
203,1544,2023-03-29,obj,48.58002183014703,41.55276345140535
204,1544,2023-03-29,obj1,24.38934134366303,79.37870426716924
205,1544,2023-03-29,opto,,
206,1544,2023-03-29,opto1,96.71802698850445,98.72155203629525
207,1544,2023-03-10,of,,
208,1544,2023-03-10,opto,,
209,1544,2023-03-10,opto1,,
210,1544,2023-02-22,of,,
211,1544,2023-02-22,opto,,
212,1544,2023-02-22,opto1,,
213,1544,2023-04-19,of,,
214,1544,2023-04-19,obj,54.93989035727911,40.12158654614168
215,1544,2023-04-19,obj2,26.15693966505493,81.14587842382939
216,1544,2023-04-19,opto,,
217,1544,2023-04-19,opto2,,
218,1544,2023-03-20,of,,
219,1544,2023-03-20,obj,75.03448798434565,81.2293292708862
220,1544,2023-03-20,opto1,,
221,1544,2023-03-20,opto2,,
222,1544,2023-03-27,of,,
223,1544,2023-03-27,obj,47.00267523069637,65.03259340509058
224,1544,2023-03-27,obj1,29.042136905075928,30.774410105639827
225,1544,2023-03-27,opto,29.03030876104442,30.87262153226123
226,1544,2023-03-27,opto1,29.028169481065454,30.808389353428314
227,1544,2023-03-27,opto2,29.269734832861243,31.23844546532444
228,1544,2023-02-10,of,,
229,1544,2023-02-10,opto1,,
230,1544,2023-02-10,opto2,,
231,1544,2023-04-28,of,,
232,1544,2023-04-28,obj,39.453942427920886,68.36752102278989
233,1544,2023-04-28,of2,,
234,1544,2023-04-28,opto,,
235,1544,2023-04-28,opto2,,
236,1544,2023-03-03,of,,
237,1544,2023-03-03,obj,41.68759094297229,41.57656902883671
238,1544,2023-03-03,obj1,79.7148592091791,87.90504962423825
239,1544,2023-03-03,opto,,
240,1544,2023-03-03,opto1,,
241,1544,2023-03-01,of,,
242,1544,2023-03-01,obj,59.0408155508114,43.91803362519941
243,1544,2023-03-01,obj1,34.85711347478345,30.093641550514732
244,1544,2023-03-01,opto1,,
245,1544,2023-03-01,opto2,,
246,1544,2023-03-13,of,,
247,1544,2023-03-13,obj,51.7422726200071,48.614991106560915
248,1544,2023-03-13,obj1,21.673736051307877,26.419513515187283
249,1544,2023-03-13,opto,,
250,1544,2023-03-13,opto1,91.29556907474613,13.003742024391487
251,1738,2024-03-14,of,,
252,1738,2024-03-14,obj,44.07935087013089,36.943141747785255
253,1738,2024-03-14,of1,,
254,1738,2024-03-14,obj1,44.006661642300074,36.54340486337666
255,1738,2024-03-14,of2,,
256,1738,2024-03-14,opto,,
257,1738,2024-03-17,of,,
258,1738,2024-03-17,obj,61.16188269590102,72.11767742526574
259,1738,2024-03-17,of1,,
260,1738,2024-03-17,opto,,
261,1738,2024-03-12,of,,
262,1738,2024-03-12,obj,49.186437960616544,52.77835010780184
263,1738,2024-03-12,obj1,22.933830284226527,24.91118301992952
264,1738,2024-03-12,of1,,
265,1738,2024-03-12,opto,,
266,1738,2024-03-12,opto1,,
267,1738,2024-03-15,of,,
268,1738,2024-03-15,obj,54.09266822056119,64.27394685152892
269,1738,2024-03-15,obj1,76.10314370094001,25.83520681483374
270,1738,2024-03-15,of1,,
271,1738,2024-03-15,opto,,
272,1738,2024-03-10,of,,
273,1738,2024-03-10,opto,,
274,1738,2024-03-11,of,,
275,1738,2024-03-11,obj,64.141129196645,74.11440507327181
276,1738,2024-03-11,of1,,
277,1738,2024-03-11,obj1,62.76941001764914,75.23013627260406
278,1738,2024-03-11,of2,,
279,1738,2024-03-11,opto,,
280,1546,2023-02-13,of,,
281,1546,2023-02-13,opto,,
282,1546,2023-02-13,opto1,,
283,1546,2023-03-01,of,,
284,1546,2023-03-01,obj,56.672068839435155,45.49433628450702
285,1546,2023-03-01,obj1,29.865622330379203,27.990270732536132
286,1546,2023-03-01,opto,,
287,1546,2023-03-01,opto1,,
288,1546,2023-02-10,of,,
289,1546,2023-02-10,obj,52.120883412030835,50.31296170227816
290,1546,2023-02-10,obj1,84.73726376808811,11.933411840387087
291,1546,2023-02-10,opto,,
292,1546,2023-02-10,opto2,,
293,1546,2023-01-25,of,,
294,1546,2023-01-25,opto1,,
295,1546,2023-01-25,opto2,,
296,1546,2023-02-16,of,,
297,1546,2023-02-16,opto,,
298,1546,2023-02-16,opto2,,
299,1546,2023-02-08,of,,
300,1546,2023-02-08,opto1,,
301,1546,2023-02-08,opto2,,
302,1546,2023-02-17,of,,
303,1546,2023-02-17,opto,,
304,1546,2023-02-17,opto2,,
305,1546,2023-02-27,of,,
306,1546,2023-02-27,opto,,
307,1546,2023-02-27,opto1,,
308,1868,2025-03-20,of,,
309,1868,2025-03-20,opto,,
310,1868,2025-04-15,of,,
311,1868,2025-04-15,obj,51.13594716566637,52.7473194233179
312,1868,2025-04-15,of1,,
313,1868,2025-04-15,obj1,52.05860398221941,53.10108189859738
314,1868,2025-04-15,of2,,
315,1868,2025-04-15,opto1,,
316,1868,2025-04-15,of,,
317,1868,2025-04-15,obj,51.13594716566637,52.7473194233179
318,1868,2025-04-15,opto,51.3748771001479,54.19395530894904
319,1868,2025-04-15,obj1,52.05860398221941,53.10108189859738
320,1868,2025-04-15,of1,,
321,1868,2025-03-25,of,95.67010803614468,69.51398335404515
322,1868,2025-03-25,obj,48.307034070193644,52.78997991610107
323,1868,2025-03-25,opto,47.94716003229381,51.911600956748714
324,1868,2025-03-25,obj1,48.677073547971986,53.28413746512926
325,1868,2025-03-25,of1,,
326,1868,2025-04-15b,of,,
327,1868,2025-04-15b,obj,51.13594716566637,52.7473194233179
328,1868,2025-04-15b,opto,51.3748771001479,54.19395530894904
329,1868,2025-04-15b,obj1,52.05860398221941,53.10108189859738
330,1868,2025-04-15b,of1,,
331,1868,2025-04-01,of,,
332,1868,2025-04-01,obj,35.849030158425876,68.00203548708794
333,1868,2025-04-01,opto,65.43588143737088,34.07906506519289
334,1868,2025-04-01,obj1,65.10038798788099,33.87947840344677
335,1868,2025-04-01,of2,,
336,1868,2025-04-01,of1,,
337,1868,2025-04-01,obj,35.849030158425876,68.00203548708794
338,1868,2025-04-01,of1,,
339,1868,2025-04-01,opto,65.43588143737088,34.07906506519289
340,1868,2025-04-17,of,,
341,1868,2025-04-17,obj,63.117204816777296,32.06237216715467
342,1868,2025-04-17,of1,,
343,1868,2025-04-17,obj1,49.14661708475252,69.99664899047868
344,1868,2025-04-17,of2,,
345,1868,2025-04-17,opto,,
346,1868,2025-04-17,of,,
347,1868,2025-04-17,obj,63.117204816777296,32.06237216715467
348,1868,2025-04-17,opto,,
349,1868,2025-04-17,obj1,49.14661708475252,69.99664899047868
350,1868,2025-04-17,of2,,
351,1868,2025-03-24,of,,
352,1868,2025-03-24,obj,33.62239256832036,69.3803085202117
353,1868,2025-03-24,of1,,
354,1868,2025-03-24,obj1,32.874884800994515,68.11952625180096
355,1868,2025-03-24,of2,,
356,1868,2025-03-24,opto,,
357,1868,2025-04-08b,of,,
358,1868,2025-04-08b,obj,42.71259732117209,66.63805151234148
359,1868,2025-04-08b,opto,43.274441515262595,68.77380426823089
360,1868,2025-04-08b,obj1,42.55591952821066,67.70913862962088
361,1868,2025-04-08b,of2,,
362,1868,2025-04-27,of,,
363,1868,2025-04-27,obj,68.49692514308543,61.67581142390017
364,1868,2025-04-27,of1,,
365,1868,2025-04-27,obj1,59.66931364708161,64.37218677488336
366,1868,2025-04-27,of2,,
367,1868,2025-04-27,opto,,
368,1868,2025-04-04,of,,
369,1868,2025-04-04,obj,63.42636253578638,36.73648626747332
370,1868,2025-04-04,opto,63.93542925723325,37.098954265402206
371,1868,2025-04-04,obj1,63.823647288710525,37.25731548483248
372,1868,2025-04-04,of1,,
373,1868,2025-03-14,of,,
374,1868,2025-03-14,opto,,
375,1868,2025-04-10,of,,
376,1868,2025-04-10,obj,64.19201942256873,74.10892833506183
377,1868,2025-04-10,of1,,
378,1868,2025-04-10,obj1,64.35585967737293,74.41879427352022
379,1868,2025-04-10,of2,,
380,1868,2025-04-10,opto,63.91979423618341,73.97619583752623
381,1868,2025-04-10,of,,
382,1868,2025-04-10,obj,64.19201942256873,74.10892833506183
383,1868,2025-04-10,opto,63.91979423618341,73.97619583752623
384,1868,2025-04-10,obj1,64.35585967737293,74.41879427352022
385,1868,2025-04-10,of2,,
386,1868,2025-03-23,of,,
387,1868,2025-03-23,obj,61.61439282623845,72.16280105963885
388,1868,2025-03-23,opto,61.308471758001275,72.54660444405046
389,1868,2025-03-23,obj1,61.97352507516574,72.44220398923966
390,1868,2025-03-23,of1,,
391,1868,2025-03-13,of,,
392,1868,2025-03-13,obj,38.053964447523384,37.342331142725655
393,1868,2025-03-13,of1,,
394,1868,2025-03-13,opto,,
395,1868,2025-04-22,of,,
396,1868,2025-04-22,obj,52.165473968424784,49.28519294734927
397,1868,2025-04-22,of2,,
398,1868,2025-04-22,opto,,
399,1868,2025-03-18,of,,
400,1868,2025-03-18,obj,47.55750705842299,50.73150191949782
401,1868,2025-03-18,of1,,
402,1868,2025-03-18,obj1,46.96000643100694,51.57234577009623
403,1868,2025-03-18,of2,,
404,1868,2025-03-18,opto,,
405,1868,2025-03-08,of,,
406,1868,2025-03-08,opto,,
407,1868,2025-03-10,of,,
408,1868,2025-03-10,obj,49.08322368476295,54.36212367056139
409,1868,2025-03-10,of1,,
410,1868,2025-03-10,opto,,
411,1868,2025-03-31,of,,
412,1868,2025-03-31,obj,46.45504642850174,54.9526262598182
413,1868,2025-03-31,of1,,
414,1868,2025-03-31,obj1,47.99258772635225,56.44844397762753
415,1868,2025-03-31,of2,,
416,1868,2025-03-31,opto,,
